cid,cmpdname,cmpdsynonym,mw,mf,polararea,complexity,xlogp,heavycnt,hbonddonor,hbondacc,rotbonds,inchikey,iupacname,meshheadings,annothits,annothitcnt,aids,cidcdate,dois
44259394,Isorhamnetin 3-xylosyl-(1->3)-rhamnosyl-(1->6)-glucoside,Isorhamnetin 3-xylosyl-(1-&gt;3)-rhamnosyl-(1-&gt;6)-glucoside|LMPK12112380|Quercetin 3'-methyl ether 3-xylosyl-(1-&gt;3)-rhamnosyl-(1-&gt;6)-glucoside,756.700,C33H40O20,313.000,1290.000,NULL,53,11,20,9,GUDFTJNDUNRMLG-VOLNMWQUSA-N,"3-[(2S,4S,5S)-6-[[(2R,3S,5S)-3,5-dihydroxy-6-methyl-4-[(2S,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxyoxan-2-yl]oxymethyl]-3,4,5-trihydroxyoxan-2-yl]oxy-5,7-dihydroxy-2-(4-hydroxy-3-methoxyphenyl)chromen-4-one",NULL,16400,2,NULL,20091116,NULL
44259397,Isorhamnetin 3-rhamnosyl-(1->2)-gentiobiosyl-(1->6)-glucoside,Isorhamnetin 3-rhamnosyl-(1-&gt;2)-gentiobiosyl-(1-&gt;6)-glucoside|LMPK12112383|Quercetin 3'-methyl ether 3-rhamnosyl-(1-&gt;2)-gentiobiosyl-(1-&gt;6)-glucoside,948.800,C40H52O26,413.000,1640.000,NULL,66,15,26,13,RLTSFAYAZSBQAN-SOIDSJDFSA-N,"3-[(2S,4S,5S)-6-[[(2R,4S,5S)-4,5-dihydroxy-6-[[(2R,4S,5S)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]-3-[(2S,3S,5R)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-2-yl]oxymethyl]-3,4,5-trihydroxyoxan-2-yl]oxy-5,7-dihydroxy-2-(4-hydroxy-3-methoxyphenyl)chromen-4-one",NULL,16400,2,NULL,20091116,NULL
44259402,Isorhamnetin 3-rhamnosyl-(1->6)-(2''-acetylglucoside),Isorhamnetin 3-rhamnosyl-(1-&gt;6)-(2''-acetylglucoside)|LMPK12112388|Quercetin 3'-methyl ether 3-rhamnosyl-(1-&gt;6)-(2''-acetylglucoside),666.600,C30H34O17,261.000,1150.000,NULL,47,8,17,9,HVTVSIKZCOWXGV-ULKSIICRSA-N,"[(2S,4S,5S)-2-[5,7-dihydroxy-2-(4-hydroxy-3-methoxyphenyl)-4-oxochromen-3-yl]oxy-4,5-dihydroxy-6-[[(2R,3S,5R)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxymethyl]oxan-3-yl] acetate",NULL,16400,2,NULL,20091116,NULL
44259405,Isorhamnetin 7-alpha-D-Glucosamine,Isorhamnetin 7-alpha-D-Glucosamine|LMPK12112391|Quercetin 3'-methyl ether 7-alpha-D-Glucosamine,477.400,C22H23NO11,201.000,778.000,NULL,34,7,12,5,PDOICZRLIROUNN-LEJKVDFNSA-N,"7-[(2R,4R,5S)-3-amino-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,5-dihydroxy-2-(4-hydroxy-3-methoxyphenyl)chromen-4-one",NULL,16400,2,NULL,20091116,NULL
44259414,"Tamarixetin 3,7-diglucoside","Tamarixetin 3,7-diglucoside|LMPK12112407|Quercetin 4'-methyl ether 3,7-diglucoside",640.500,C28H32O17,275.000,1060.000,NULL,45,10,17,8,XNKMKJDPUXBNMH-ZWQMLEGXSA-N,"5-hydroxy-2-(3-hydroxy-4-methoxyphenyl)-7-[(2S,4S,5S)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3-[(2S,5S)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-4-one",NULL,16400,2,NULL,20091116,NULL
54239133,"2-(3,4-Dihydroxyphenyl)-5-hydroxy-7-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3-[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxychromen-4-one",Quercetin 3-xyloside 7-glucoside,596.500,C26H28O16,266.000,993.000,NULL,42,10,16,6,QOTHERNBBVJOEC-CUKYROESSA-N,"2-(3,4-dihydroxyphenyl)-5-hydroxy-7-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3-[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxychromen-4-one",NULL,0,0,NULL,20111204,NULL
54607405,"Potassium;[5-[5,7-dihydroxy-4-oxo-3-[3,4,5-trihydroxy-6-[(3,4,5-trihydroxy-6-methyloxan-2-yl)oxymethyl]oxan-2-yl]oxychromen-2-yl]-2-hydroxyphenyl] hydrogen sulfate",NSC278361|NSC-278361|QUERCETIN-3-RUTINOSIDE-3'-KS03,729.700,C27H30KO19S+,317.000,1260.000,NULL,48,10,19,8,PRZCXQKHODWSIL-UHFFFAOYSA-N,"potassium;[5-[5,7-dihydroxy-4-oxo-3-[3,4,5-trihydroxy-6-[(3,4,5-trihydroxy-6-methyloxan-2-yl)oxymethyl]oxan-2-yl]oxychromen-2-yl]-2-hydroxyphenyl] hydrogen sulfate",NULL,514,2,192,20111219,NULL
56664758,"3-[4,5-Dihydroxy-6-methyl-3-(3,4,5-trihydroxy-6-methyloxan-2-yl)oxyoxan-2-yl]oxy-2-(3,4-dihydroxyphenyl)-5,7-dihydroxychromen-4-one",quercetin-3-O-deoxyhexosyl(1-2)deoxyhexoside,594.500,C27H30O15,245.000,1010.000,NULL,42,9,15,5,SEEGVLYKLLCFTK-UHFFFAOYSA-N,"3-[4,5-dihydroxy-6-methyl-3-(3,4,5-trihydroxy-6-methyloxan-2-yl)oxyoxan-2-yl]oxy-2-(3,4-dihydroxyphenyl)-5,7-dihydroxychromen-4-one",NULL,0,0,NULL,20120306,NULL
77242002,"2-(3,4-Dihydroxyphenyl)-3,4-dihydro-2H-chromene-3,5,7-triol;2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxychromen-4-one",quercetin catechin|ACTHRAOESCQFDL-UHFFFAOYSA-N,592.500,C30H24O13,238.000,852.000,NULL,43,10,13,2,ACTHRAOESCQFDL-UHFFFAOYSA-N,"2-(3,4-dihydroxyphenyl)-3,4-dihydro-2H-chromene-3,5,7-triol;2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxychromen-4-one",NULL,1040,2,NULL,20140912,NULL
90657242,CID 90657242,quercetin-3-gentiobioside,626.500,C27H30O17,286.000,1040.000,NULL,44,11,17,7,FDRQPMVGJOQVTL-BVYPKUFKSA-N,"2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-[[(2R,3R,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]oxan-2-yl]oxychromen-4-one",NULL,260,2,NULL,20150306,10.1093/pcp/pcp088
91363802,CID 91363802,Quercetin 4'-O-galactoside,464.400,C21H20O12,207.000,758.000,NULL,33,8,12,4,OIUBYZLTFSLSBY-HMFCTUEFSA-N,"3,5,7-trihydroxy-2-[3-hydroxy-4-[(2S,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyphenyl]chromen-4-one",NULL,256,1,NULL,20150317,10.1016/s0031-9422(01)00265-5
91666354,CID 91666354,"Quercetin 3-(6''-p-hydroxybenzoylgalactoside)|6''-hydroxybenzoylhyperin|CHEMBL4087943|CHEBI:85151|6''-O-(4-Hydroxybenzoyl)hyperin|Q27158362|2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4-oxo-4H-chromen-3-yl 6-O-(4-hydroxybenzoyl)-beta-D-galactopyranoside",584.500,C28H24O14,233.000,1010.000,NULL,42,8,14,7,ODOAOGXWFNLKLU-LPLXGARPSA-N,"[(2R,3R,4S,5R,6S)-6-[2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4-oxochromen-3-yl]oxy-3,4,5-trihydroxyoxan-2-yl]methyl 4-hydroxybenzoate",NULL,528,2,NULL,20150401,NULL
91752770,CID 91752770,"VLVPTPLWQZRZCD-UHFFFAOYSA-N|Quercetin, 3,7,3',4'-tetra-TMS",591.000,C27H42O7Si4,83.400,882.000,NULL,38,1,7,9,VLVPTPLWQZRZCD-UHFFFAOYSA-N,"2-[3,4-bis(trimethylsilyloxy)phenyl]-5-hydroxy-3,7-bis(trimethylsilyloxy)chromen-4-one",NULL,8,1,NULL,20150428,NULL
91808054,CID 91808054,"3',4'-O-Diphenylmethane-3-(6-O-chlorohexyl)quercetin",585.000,C34H29ClO7,94.400,924.000,NULL,42,2,7,10,MJEVNZGRPBWQMW-UHFFFAOYSA-N,"3-(6-chlorohexoxy)-2-(2,2-diphenyl-1,3-benzodioxol-5-yl)-5,7-dihydroxychromen-4-one",NULL,256,1,NULL,20150625,10.1038/nchembio.1865
65604,Benzquercin,"Benzquercin|Benzquercine|13157-90-9|UNII-499L7I0905|Parietrope|499L7I0905|Benzquercinum|Benzquercina|3,5,7-Tris(benzyloxy)-2-(3,4-bis(benzyloxy)phenyl)-4H-chromen-4-one|Benzquercin [INN]|Quercetin pentabenzyl ether|Benzquercinum [INN-Latin]|Benzquercine [INN-French]|Benzquercina [INN-Spanish]|SCHEMBL1057326|CHEMBL2103922|CTK4B7386|DTXSID70157116|CHEBI:135880|3,3',4',5,7-Pentakis(benzyloxy)flavone|Q27259265|4H-1-Benzopyran-4-one,2-[3,4-bis(phenylmethoxy)phenyl]-3,5,7-tris(phenylmethoxy)-",752.800,C50H40O7,72.400,1220.000,NULL,57,0,7,16,CSQNIJRRXIHHAY-UHFFFAOYSA-N,"2-[3,4-bis(phenylmethoxy)phenyl]-3,5,7-tris(phenylmethoxy)chromen-4-one",NULL,18192,5,NULL,20050808,10.1007/978-1-4684-7841-9_13|10.1055/s-0030-1258310
5320668,"3-[(2S,3S,4S,5R)-3,4-Dihydroxy-5-(hydroxymethyl)oxolan-2-yl]oxy-2-(3,4-dihydroxyphenyl)-5,7-dihydroxychromen-4-one",Quercetin 3-O-beta-D-arabinofuranoside,434.300,C20H18O11,186.000,711.000,NULL,31,7,11,4,BDCDNTVZSILEOY-HMPASCQOSA-N,"3-[(2S,3S,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]oxy-2-(3,4-dihydroxyphenyl)-5,7-dihydroxychromen-4-one",NULL,256,1,NULL,20060118,10.1021/jf8015255|10.1080/14786410802447294
6455156,"4H-1-Benzopyran-4-one, 2-(3,4-dihydroxyphenyl)-3-(alpha-D-galactopyranosyloxy)-5,7-dihydroxy-","65549-68-0|ZINC34065053|Quercetin 3-alpha-D-galactopyranoside|4H-1-Benzopyran-4-one, 2-(3,4-dihydroxyphenyl)-3-(alpha-D-galactopyranosyloxy)-5,7-dihydroxy-",464.400,C21H20O12,207.000,758.000,NULL,33,8,12,4,OVSQVDMCBVZWGM-PRPRGGMHSA-N,"2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-[(2R,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-4-one",NULL,1552,3,NULL,20060429,NULL
10698716,"3-[(2S,3R,4R,5R,6S)-4,5-Dihydroxy-6-methyl-3-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-2-yl]oxy-2-(3,4-dihydroxyphenyl)-5,7-dihydroxychromen-4-one",SCHEMBL1568904|CHEMBL551120|2''-O-alpha-L-Rhamnopyranostylquercitrin|Quercetin-3-O-[alpha-L-rhamnopyranosyl-(1-&gt;2)-alpha-L-rhamnopyranoside],594.500,C27H30O15,245.000,1010.000,NULL,42,9,15,5,SEEGVLYKLLCFTK-AQNZCLFOSA-N,"3-[(2S,3R,4R,5R,6S)-4,5-dihydroxy-6-methyl-3-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-2-yl]oxy-2-(3,4-dihydroxyphenyl)-5,7-dihydroxychromen-4-one",NULL,33810,4,"426319,426320,426321,426322,426323,426324,426325",20061025,10.1021/np900019n
11340548,"2-[3,4-Bis(methoxymethoxy)phenyl]-5-hydroxy-3,7-bis(methoxymethoxy)chromen-4-one","MLS000697619|SCHEMBL15689700|CHEMBL1719176|HMS2267E16|SMR000470952|quercetin 3,3',4',7-tetra(methoxymethy) ether",478.400,C23H26O11,120.000,669.000,NULL,34,1,11,13,PQDLPSCRBYSFMO-UHFFFAOYSA-N,"2-[3,4-bis(methoxymethoxy)phenyl]-5-hydroxy-3,7-bis(methoxymethoxy)chromen-4-one",NULL,99346,5,"1376,1385,1422,1465,1511,1529,1530,1531,1532,1554,1621,1626,1662,1663,1672,1813,1814,1832,1850,1863,1875,1885,1899,1903,1906,1910,1947,1950,1956,1962,1974,1979,1987,2016,2023,2025,2029,2052,2057,2066,2094,2097,2098,2099,2129,2130,2156,2174,2177,2216,2221,2227,2234,2235,2237,2239,2247,2280,2300,2380,2391,2435,2445,2462,2520,2521,2524,2540,2544,2550,2553,2557,2563,2599,2606,2629,2642,2648,2650,2661,2690,2716,2717,2718,2751,2796,2797,2805,2806,2825,434955,434962,434973,434989,435003,435005,435022,435030,449728",20061026,10.1002/0471142956.cy1312s54|10.1002/cyto.a.20268|10.1089/adt.2009.0219
11490636,"[(2R,3R,4S,5R,6S)-6-[2-(3,4-Dihydroxyphenyl)-5,7-dihydroxy-4-oxochromen-3-yl]oxy-3,4,5-trihydroxyoxan-2-yl]methyl (E)-3-(4-hydroxy-3-methoxyphenyl)prop-2-enoate","6''-O-(4-Hydroxy-3-methoxycinnamoyl)hyperin|Quercetin-3-O-(6""-feruloyl)-.beta.-D-galactopyranoside|[(2R,3R,4S,5R,6S)-6-[2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4-oxo-chromen-3-yl]oxy-3,4,5-trihydroxy-tetrahydropyran-2-yl]methyl (E)-3-(4-hydroxy-3-methoxy-phenyl)prop-2-enoate|4H-1-Benzopyran-4-one, 2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-[[6-O-[(2E)-3-(4-hydroxy-3-methoxyphenyl)-1-oxo-2-propenyl]-.beta.-D-galactopyranosyl]oxy]-",640.500,C31H28O15,242.000,1140.000,NULL,46,8,15,9,PSBFVXDMNYDZMV-OVIBHWRASA-N,"[(2R,3R,4S,5R,6S)-6-[2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4-oxochromen-3-yl]oxy-3,4,5-trihydroxyoxan-2-yl]methyl (E)-3-(4-hydroxy-3-methoxyphenyl)prop-2-enoate",NULL,0,0,NULL,20061026,NULL
11498684,"2-(3,4-Dihydroxyphenyl)-3-[(2S,3R,4S,5S,6R)-4,5-dihydroxy-3-[(2R,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxy-6-[[(2R,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxymethyl]oxan-2-yl]oxy-5,7-dihydroxychromen-4-one","Manghaslin|55696-57-6|CHEMBL4103957|ZINC95913431|MCULE-1722427302|Quercetin 3-O-rutinoside-(1-2)-O-rhamnoside|NCGC00385112-01!2-(3,4-dihydroxyphenyl)-3-[(2S,3R,4S,5S,6R)-4,5-dihydroxy-3-[(2R,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxy-6-[[(2R,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxymethyl]oxan-2-yl]oxy-5,7-dihydroxychromen-4-one",756.700,C33H40O20,324.000,1300.000,NULL,53,12,20,8,HKNBJSRIYRDSLB-MAWNCODISA-N,"2-(3,4-dihydroxyphenyl)-3-[(2S,3R,4S,5S,6R)-4,5-dihydroxy-3-[(2R,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxy-6-[[(2R,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxymethyl]oxan-2-yl]oxy-5,7-dihydroxychromen-4-one",NULL,256,1,NULL,20061026,NULL
12047348,"3-[(2S,3S,4R,5R)-3,4-Dihydroxy-5-(hydroxymethyl)oxolan-2-yl]oxy-2-(3,4-dihydroxyphenyl)-5,7-dihydroxychromen-4-one",quercetin-3-o-beta-d-arabinofuranoside,434.300,C20H18O11,186.000,711.000,NULL,31,7,11,4,BDCDNTVZSILEOY-JJUQKUTHSA-N,"3-[(2S,3S,4R,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]oxy-2-(3,4-dihydroxyphenyl)-5,7-dihydroxychromen-4-one",NULL,256,1,NULL,20070207,10.1007/978-94-007-4053-2_49|10.1007/s13659-014-0048-9|10.1186/s43088-019-0030-z
12304324,"2-(3,4-Dihydroxyphenyl)-5,7-dihydroxy-3-[(3R,4R,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-4-one",quercetin-3-O-d-glucopyranoside,464.400,C21H20O12,207.000,758.000,NULL,33,8,12,4,OVSQVDMCBVZWGM-MVBIBXSTSA-N,"2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-[(3R,4R,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-4-one",NULL,256,1,NULL,20070207,10.1007/s00436-015-4394-2|10.1007/s13197-015-2093-8|10.1186/2008-2231-21-37
16396012,"3-[(2S,3R,4R,5R,6R)-3,4-Dihydroxy-6-(hydroxymethyl)-5-[(2S,3R,4R,5R,6R)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-2-yl]oxy-2-(3,4-dihydroxyphenyl)-5,7-dihydroxychromen-4-one","Quer-3-Glc-7-Rha|ZINC79183226|STK007500|AKOS030490182|MCULE-8230361454|quercetin-3-glucoside-7-rhamnoside / Quer-3-Rha-7-Glc / Quer-3-Glc-6pp-Rha|2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4-oxo-4H-chromen-3-yl 4-O-(6-deoxy-beta-D-gulopyranosyl)-beta-D-galactopyranoside",610.500,C27H30O16,266.000,1020.000,NULL,43,10,16,6,SKOCCRDVSSOREC-IFHHWCCPSA-N,"3-[(2S,3R,4R,5R,6R)-3,4-dihydroxy-6-(hydroxymethyl)-5-[(2S,3R,4R,5R,6R)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-2-yl]oxy-2-(3,4-dihydroxyphenyl)-5,7-dihydroxychromen-4-one",NULL,0,0,NULL,20070730,NULL
25245356,"2-(3,4-Dihydroxyphenyl)-5-hydroxy-7-[(3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3-[(2R,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxychromen-4-one",quercetin 3-O-rhamnoside-7-O-glucoside,610.500,C27H30O16,266.000,1020.000,NULL,43,10,16,6,MCTZMXCUYPDYNE-KUKMIBIMSA-N,"2-(3,4-dihydroxyphenyl)-5-hydroxy-7-[(3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3-[(2R,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxychromen-4-one",NULL,260,2,NULL,20090514,NULL
44259212,"[(3S,4S,6S)-6-[(3S,5S,6S)-2-[2-(3,4-Dihydroxyphenyl)-5-hydroxy-4-oxo-3-[(2S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-7-yl]oxy-3,5-dihydroxy-6-methyloxan-4-yl]oxy-3,4,5-trihydroxyoxan-2-yl]methyl (E)-3-(3,4-dihydroxyphenyl)prop-2-enoate",Quercetin 7-O-(6-trans-caffeoyl)-beta-glucopyranosyl-(1-&gt;3)-alpha-rhamnopyranoside-3-O-beta-glucopyranoside|LMPK12112164,934.800,C42H46O24,391.000,1720.000,NULL,66,14,24,13,BAYNPTIBKPKGFB-UZUAOYGHSA-N,"[(3S,4S,6S)-6-[(3S,5S,6S)-2-[2-(3,4-dihydroxyphenyl)-5-hydroxy-4-oxo-3-[(2S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-7-yl]oxy-3,5-dihydroxy-6-methyloxan-4-yl]oxy-3,4,5-trihydroxyoxan-2-yl]methyl (E)-3-(3,4-dihydroxyphenyl)prop-2-enoate",NULL,16400,2,NULL,20091116,NULL
44259276,Horridin (flavone),Horridin (flavone)|LMPK12112232|Quercetin 3-rhamnosyl-(1-&gt;2)-rhamnoside,594.500,C27H30O15,245.000,1010.000,NULL,42,9,15,5,SEEGVLYKLLCFTK-AEKLKONGSA-N,"3-[(2S,3S,5R)-4,5-dihydroxy-6-methyl-3-[(2S,3S,5R)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-2-yl]oxy-2-(3,4-dihydroxyphenyl)-5,7-dihydroxychromen-4-one",NULL,16400,2,NULL,20091116,NULL
44259364,Isorhamnetin 3-(2G-galactosylrutinoside),Isorhamnetin 3-(2G-galactosylrutinoside)|LMPK12112349|Quercetin 3'-methyl ether 3-galactosyl-(1-&gt;2)-[rhamnosyl-(1-&gt;6)-glucoside],786.700,C34H42O21,334.000,1340.000,NULL,55,12,21,10,IPNYNJAPZARORI-SZXIWXEMSA-N,"3-[(2S,5S)-4,5-dihydroxy-3-[(2S,3R,5R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-6-[[(2R,4S,5R)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxymethyl]oxan-2-yl]oxy-5,7-dihydroxy-2-(4-hydroxy-3-methoxyphenyl)chromen-4-one",NULL,16400,2,NULL,20091116,NULL
44259396,Isorhamnetin 3-xylosyl-(1->2)-glucoside-7-rhamnoside,Isorhamnetin 3-xylosyl-(1-&gt;2)-glucoside-7-rhamnoside|LMPK12112382|Quercetin 3'-methyl ether 3-xylosyl-(1-&gt;2)-glucoside-7-rhamnoside,756.700,C33H40O20,313.000,1290.000,NULL,53,11,20,9,OLALHGLMPPYOHE-JHZRWBBPSA-N,"3-[(2S,4S,5S)-4,5-dihydroxy-6-(hydroxymethyl)-3-[(2S,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxyoxan-2-yl]oxy-5-hydroxy-2-(4-hydroxy-3-methoxyphenyl)-7-[(2S,3S,5R)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxychromen-4-one",NULL,16400,2,NULL,20091116,NULL
44259404,Isorhamnetin 3-rhamnosyl-(1->6)-[rhamnosyl-(1->2)-(3'''-(E)-p-coumaroylgalactoside]-7-rhamnoside,Isorhamnetin 3-rhamnosyl-(1-&gt;6)-[rhamnosyl-(1-&gt;2)-(3'''-(E)-p-coumaroylgalactoside]-7-rhamnoside|LMPK12112390|Quercetin 3'-methyl ether 3-rhamnosyl-(1-&gt;6)-[rhamnosyl-(1-&gt;2)-(3'''-(E)-p-coumaroylgalactoside]-7-rhamnoside,1063.000,C49H58O26,399.000,1970.000,NULL,75,13,26,15,HTWHBDQXGXOGDG-DTFQHFQJSA-N,"[(2S,4S,5S)-5-hydroxy-2-[5-hydroxy-2-(4-hydroxy-3-methoxyphenyl)-4-oxo-7-[(2R,3S,5R)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxychromen-3-yl]oxy-3-[(2R,3S,5R)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxy-6-[[(2R,3S,5R)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxymethyl]oxan-4-yl] (E)-3-(4-hydroxyphenyl)prop-2-enoate",NULL,16400,2,NULL,20091116,NULL
44259580,Rhamnetin 3-robinobioside,Rhamnetin 3-robinobioside|LMPK12112601|Quercetin 7-methyl ether 3-robinobioside,624.500,C28H32O16,255.000,1040.000,NULL,44,9,16,7,LVRWOUXRNRBDNV-YTFRHVLBSA-N,"2-(3,4-dihydroxyphenyl)-5-hydroxy-7-methoxy-3-[(2S,5R)-3,4,5-trihydroxy-6-[[(2R,4S,5R)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxymethyl]oxan-2-yl]oxychromen-4-one",NULL,16400,2,NULL,20091116,NULL
46832204,"[(2R,3S,4S,5R,6S)-6-[(2S,3R,4S,5S,6R)-2-[2-(3,4-Dihydroxyphenyl)-5,7-dihydroxy-4-oxochromen-3-yl]oxy-4,5-dihydroxy-6-(hydroxymethyl)oxan-3-yl]oxy-3,4,5-trihydroxyoxan-2-yl]methyl (E)-3-(3,4-dihydroxyphenyl)prop-2-enoate","CHEBI:145787|quercetin 3-O-[(6-O-caffeoyl-beta-D-glucosyl)-(1-&gt;2)-beta-D-glucoside]|2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4-oxo-4H-chromen-3-yl 2-O-{6-O-[(2E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl]-beta-D-glucopyranosyl}-beta-D-glucopyranoside",788.700,C36H36O20,332.000,1430.000,NULL,56,12,20,11,ASKKBFPSRBVOKI-NRZHIGSDSA-N,"[(2R,3S,4S,5R,6S)-6-[(2S,3R,4S,5S,6R)-2-[2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4-oxochromen-3-yl]oxy-4,5-dihydroxy-6-(hydroxymethyl)oxan-3-yl]oxy-3,4,5-trihydroxyoxan-2-yl]methyl (E)-3-(3,4-dihydroxyphenyl)prop-2-enoate",NULL,16,1,NULL,20100802,NULL
57393076,"3-[(2S,3R,4S,5S,6R)-6-[[(2R,3R,4R,5S,6S)-3,5-Dihydroxy-6-methyl-4-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxymethyl]-3,4,5-trihydroxyoxan-2-yl]oxy-2-(3,4-dihydroxyphenyl)-5,7-dihydroxychromen-4-one","CHEMBL1957043|quercetin-3-O-glc-1-3-rham-1-6-glucoside|3-[6-O-(3-O-beta-D-Glucopyranosyl-alpha-L-rhamnopyranosyl)-beta-D-glucopyranosyloxy]-3',4',5,7-tetrahydroxyflavone",772.700,C33H40O21,345.000,1320.000,NULL,54,13,21,9,XEFNBVWDOQCMSG-DWTJFVCYSA-N,"3-[(2S,3R,4S,5S,6R)-6-[[(2R,3R,4R,5S,6S)-3,5-dihydroxy-6-methyl-4-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxymethyl]-3,4,5-trihydroxyoxan-2-yl]oxy-2-(3,4-dihydroxyphenyl)-5,7-dihydroxychromen-4-one",NULL,32770,2,"650644,650645,650646,650647",20120725,10.1016/j.bmc.2012.02.002
67128564,"3,5,7-Trihydroxy-2-[4-hydroxy-3-[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyphenyl]chromen-4-one",SCHEMBL1706318|Quercetin 3'-alpha-D-glucopyranoside,464.400,C21H20O12,207.000,758.000,NULL,33,8,12,4,YLWQTYZKYGNKPI-WNZLTNKYSA-N,"3,5,7-trihydroxy-2-[4-hydroxy-3-[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyphenyl]chromen-4-one",NULL,1040,2,NULL,20121130,NULL
